,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a,description,prediction
25,hellas verona,2019-09-15,P,-0.3999999999999999,milan,-6.1,-0.7999999999999998,-0.2,-0.2,-16.0,1.1999999999999993,0.0,0.5,2019-2020,0.0,2.0,"Verona and Milan square off against each other in the “City of Love” in what is expected to be an interesting Serie A clash. Verona are still looking for their best form, with the team extending their losing run to four games at Salernitana, and, as a result, the bookies see them as underdogs in Sunday’s showdown. Defender Federico Ceccherini is banned for the match, but there are no fresh injury worries in the home team. 

The Rossoneri, on the other hand, proved their worth in the Serie A derby, with the team recording a routine 2-0 win over Juventus. Stefano Pioli’s men aim to give fans yet another reason for celebration, and given their current situation in Verona’s dressing room, away win should definitely be considered. Keep in mind, though, that Milan’s injury list is pretty long, including the likes of Simon Kjaer, Zlatan Ibrahimovic, Mike Maignan, Alessandro Florenzi, Alexis Saelemaekers, and Davide Calabria.",P
26,brescia,2019-09-15,P,-1.9,bologna,-10.1,-4.4,0.3,0.3,-16.299999999999997,3.9,1.4,0.0,2019-2020,0.0,2.0,"Balotelli-less Brescia will be looking to make amends for a 1-0 loss to Milan at Stadio San Siro when they take on Bologna on Matchday 3. The newcomers are determined to secure the Serie A survival, but seeing that they will be without suspended attacker Mario Balotelli against Bologna, home win should not be considered. The Rossoblu, on the other hand, are playing for coach Sinisa Mihajlovic, who is coping with serious illness and we are positive that they are going to leave their hearts on the field. 

Bologna recorded a hard-fought 1-0 win over SPAL at home on Matchday 2, but seeing that they are not regarded as good travelers, we believe that there is a big value in betting on draw. You should bear in mind that the two teams shared the spoils in their last meeting in a competitive match. ",N
27,genoa,2019-09-15,P,-0.8000000000000003,atalanta,-4.199999999999999,-3.4000000000000004,0.4,0.4,-9.599999999999994,0.8000000000000007,0.6000000000000001,0.2,2019-2020,1.0,1.0,"Atalanta will look to make amends for a heavy 4-1 loss to Roma when they take on Genoa at Stadio Luigi Ferraris on Tuesday evening. Atalanta want to retain their spot in top four, and it seems as if they will not have a better chance than this to get back on course. Both Malinovsky and Miranchuk should be recalled to the starting XI, while Gosens is out of contention with injury. 

The Rossoblu, on the other hand, are not enjoying a season to remember, with the team collecting only ten points in total to date. Considering that Genoa extended their losing run to four games at Stadio Olimpico on Friday, we believe that there is a big value in betting on the visitors. All Cassata, Fares, Rovella, and Caicedo are sidelined with injuries for the home team. ",P
28,roma,2019-09-15,V,0.0,sassuolo,7.4,0.4000000000000003,0.2,0.2,-4.0,-0.1999999999999993,0.3999999999999999,-0.6,2019-2020,1.0,0.0,"Roma will look to climb to top position in the standings when they take on Sassuolo at their Stadio Olimpico. As things stand now, new boss Jose Mourinho is doing a great job with the capital club, who kicked off the new Serie A campaign with back-to-back wins over Fiorentina and Salernitana. The Giallorossi are likely to stick to their attacking style of play, but keep in mind that both Smalling and Spinazzola remain in the recovery room. 

The likes of Pellegrini, Vina, and Mancini are rated doubtful for the game. The Neroverdi, on the other hand, defeated Verona 3-2 in their first away game of the season, and, taking everything into account, we believe that there is a big value in betting on over 2.5 goals. Midfielder Pedro Obiang should be the only absentee in the away team, whilst Roma defenders should have Domenico Berardi at bay.",V
29,torino,2019-09-16,P,2.4,lecce,-2.0,3.7,0.0,0.2,7.600000000000001,4.800000000000001,-0.3999999999999999,-0.5,2019-2020,2.0,0.0,,NAN
30,cagliari,2019-09-20,V,-0.1999999999999999,genoa,-2.1999999999999997,0.0,-0.6,-0.6,2.3999999999999986,2.8000000000000007,1.0,-0.2,2019-2020,1.0,0.0,"Sunday’s football game at Sardegna Arena pits together Cagliari and Genoa, the two teams who are eyeing their first wins of the season. The Sardinians kicked off the new Serie A campaign with a 2-2 draw with Spezia, with the team suffering a heavy 4-1 loss at Milan before the international break. Cagliari are eager to give fans some cheer, but this match will be anything but a walk in the park for the home team. 

Both Rog and Cragno are sidelined through injuries for the hosts. The Genoese, on the other hand, are stuck in the relegation zone with the goal difference of 1:6. Considering that the visitors are eager to return to winning ways as well, we believe that there is a big value in betting on both teams to score. Bani remains on the sidelines with a muscle injury, but he should be the only absentee in the visiting side. ",N
31,juventus,2019-09-21,V,0.5333333333333333,hellas verona,2.6,1.6666666666666663,0.0,0.0,17.666666666666664,1.5999999999999996,0.1333333333333333,-0.4666666666666666,2019-2020,2.0,0.0,"Following a goalless draw with Milan, Juventus will look to start a new winning run in the Serie A when they take on Verona at Allianz Stadium. The Bianconeri are only one point behind the Champions League berth, and they are likely to go all guns blazing at the Mastini. Weston McKennie is back from international duty, while Federico Chiesa remains in the recovery room. Summer signing Locatelli misses out through suspension, while both Perin and Alex Sandro have been tested positive for coronavirus. 

Verona, on the other hand, were producing fine displays before the international break, with the team beating both Sassuolo and Bologna. The Mastini, though, often struggle on the travels, which is probably the main reason why home win should be considered. Simeone is banned for the visitors, while both Frabotta and Dawidowicz are out of contention with injuries. ",V
32,udinese,2019-09-21,P,0.0666666666666666,brescia,6.0,3.333333333333333,-0.3333333333333333,-0.3333333333333333,4.866666666666667,-1.0,-0.8666666666666665,-0.1333333333333333,2019-2020,2.0,0.0,"Brescia will be looking to make amends for a shocking 4-3 loss to Bologna when they take on Udinese at Dacia Arena on Saturday afternoon. Le Rondinelle dropped a two-goal advantage in the defeat to Sinisa Mihajlovic’s troops, meaning that the lack of confidence could prove to be a big problem for the visitors in the Dacia Arena clash. Mario Balotelli remains on the sidelines through suspension, whilst the hosts will be without Rodrigo de Paul, who was sent off in a 1-0 loss to Inter at Stadio Giuseppe Meazza. 

Udinese are a real force to be reckoned with at home, but seeing that the newcomers produced a fine performance in the 4-3 loss to the Rossoblu, we are tempted to put our money on draw. In their last meeting in the Italian top flight back in 2011 the two teams played out a goalless draw. ",N
33,milan,2019-09-21,P,-0.6000000000000001,inter,-4.399999999999999,-3.8,0.0,-0.1999999999999999,0.2000000000000028,2.8000000000000007,0.3999999999999999,0.0,2019-2020,0.0,2.0,,NAN
34,bologna,2019-09-22,P,0.3999999999999999,roma,-2.0,-0.5999999999999996,0.0,0.0,4.800000000000004,-0.5999999999999996,0.0,0.0,2019-2020,1.0,1.0,"Stadio Renato Dall’Ara will host Wednesday’s football game between Bologna and Roma, the two top-table sides. The Rossoblu aim to build on a hard-fought 1-0 win over Spezia, but the Giallorossi will pose a much bigger threat for the hosts than their previous rivals. Austria international Marko Arnautovic, who scored the winner from the penalty spot at the weekend, will be the man to watch in the home team, while all De Silvestri, Michael, and Skov Olsen should miss out with injuries. 

The Romans, as expected, defeated Torino at home thanks to Tammy Abraham’s goal. Jose Mourinho’s troops are eager to stay in the Champions League, and we are positive that they will go for a win in the midweek clash. Since Bologna are a real force to be reckoned with at home, both teams to score betting option should be considered. Veretout is banned for the match, while all Spinazzola, Villar, and Cristante are in the recovery room. ",N
35,lazio,2019-09-22,V,0.6000000000000001,parma,4.400000000000002,2.0,0.2,0.2,4.400000000000006,-0.5999999999999996,1.2,0.0,2019-2020,2.0,0.0,"Lazio and Parma, the two teams who sit in the opposite halves of the table, take on each other at Stadio Olimpico in the Serie A round 36. Despite the 2-0 loss to Fiorentina, the Biancocelesti are on the right track to book their place in the Europa League as they are six points clear of sixth-place Roma. Midfielder Andreas Pereira is banned for the match, while both Escalante and Caicedo are likely to miss the game through injuries. 

The Gli Emiliani, on the other hand, are having a season to forget as they failed to secure the Serie A survival. Parma are on a six-game losing run in the Italian top flight, and we do not believe that they are capable of spoiling Lazio’s party in the “Eternal City”. Even though midfielder Hernani returns from suspension, we are not tempted to put our money on the underdogs, who are low on confidence ahead of the trip to Rome. ",V
36,sampdoria,2019-09-22,V,-1.4,torino,-0.6000000000000014,-1.0,0.0,0.0,-4.600000000000001,-5.400000000000002,-0.2000000000000001,0.2,2019-2020,0.0,2.0,"Stadio Luigi Ferraris will host Saturday’s Serie A game between Sampdoria and Torino, the two teams who sit in the opposite halves of the table. La Samp aim to make amends for back-to-back defeats to Cagliari and Napoli, and they are likely to fight tooth and nail against Il Toro. All Maya Yoshida, Valerio Verre, and Mikkel Damsgaard are sidelined with injuries, while defender Omar Colley is on Africa Cup of Nations. 

Torino, on the other hand, impressed in a thrilling 4-0 win over Fiorentina, with the team moving closer to the Conference League berth. However, Il Toro are not regarded as good travelers, and that is the main reason why we are tempted to put our money on draw. Both Daniel Ansaldi and Ola Aina have been tested positive for coronavirus, whilst key attacker Andrea Belotti continues to miss out through injury. ",N
